function,time,time2,Good_J,Good_NJ,Bad_J,Bad_NJ,Nat_J,Nat_NJ
_compile==64==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/sre_compile.py,0.404,0.322,0,0,2,0,2,0
to_python==1550==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.402,0.519,2,0,0,0,1,1
_convert_to_charset==104==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py,0.402,0.283,0,0,0,0,2,2
check==245==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py,0.400,0.496,2,0,0,0,2,0
output_field==223==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py,0.398,0.421,1,0,0,0,2,1
__mul__==90==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py,0.398,0.390,1,0,0,0,0,3
isEnabledFor==1373==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/logging/__init__.py,0.395,0.402,2,0,0,0,0,2
webpack_static==43==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/templatetags/webpack_loader.py,0.394,0.361,1,0,0,0,1,2
reader_enters==35==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/synch.py,0.393,0.517,1,0,0,1,1,1
get_availability==67==/home/seasun/jit_test/application/saleor/saleor/product/utils.py,0.393,0.379,0,1,0,0,1,2
__getitem__==266==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.392,0.394,1,0,1,0,0,2
<genexpr>==124==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py,0.392,0.355,2,0,0,0,2,0
get_prefetcher==1510==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.392,0.250,1,2,1,0,0,0
_scan_once==28==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/scanner.py,0.391,0.883,1,0,2,0,0,1
__deepcopy__==162==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py,0.391,0.395,2,1,0,0,1,0
check_rel_lookup_compatibility==238==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py,0.391,0.362,1,0,1,0,1,1
parse_unicode==717==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/extras.py,0.388,0.316,0,2,0,0,0,2
__init__==128==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py,0.387,0.427,2,0,0,0,1,1
wrapper==107==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/lru_cache.py,0.387,0.407,0,0,1,0,1,2
getquoted==239==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/adapters.py,0.387,0.315,0,1,0,0,0,3
_parse==401==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/sre_parse.py,0.386,0.749,0,0,4,0,0,0
validate_ppoi_tuple==14==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/validators.py,0.386,0.420,2,0,1,0,1,0
add==149==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httputil.py,0.386,0.228,2,2,0,0,0,0
url==1279==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.385,0.559,1,0,1,2,0,0
get_current_prefetch_to==1350==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.384,0.290,1,0,0,0,2,1
__getitem__==215==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httputil.py,0.383,0.889,2,0,1,0,0,1
convert_value==272==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py,0.383,0.637,2,0,1,0,0,1
__init__==104==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/uuid.py,0.383,0.402,1,0,0,0,1,2
<genexpr>==591==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,0.381,2.927,2,0,2,0,0,0
__call__==155==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/handlers/wsgi.py,0.380,0.550,0,0,0,1,1,2
patch_vary_headers==234==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/cache.py,0.374,0.302,0,0,2,0,2,0
load==263==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/__init__.py,0.373,0.499,2,0,0,1,0,1
__init__==25==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py,0.372,0.079,2,0,0,0,1,1
__getitem__==141==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py,0.371,0.365,0,0,0,0,3,1
get_extra_select==321==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,0.370,0.277,0,0,1,0,2,1
slugify==416==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py,0.370,0.168,1,1,0,0,0,2
write_headers==332==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py,0.364,0.548,0,0,1,2,1,0
__init__==340==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httputil.py,0.362,0.323,0,0,0,0,1,3
make_debug_cursor==542==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/base/base.py,0.362,0.359,1,0,1,0,0,2
__nonzero__==263==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.360,0.333,1,0,0,0,1,2
_get_format==30==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babeldjango/templatetags/babel.py,0.356,0.261,1,1,0,0,1,1
make_it_promise==48==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/middleware.py,0.355,0.341,0,0,0,0,2,2
release==475==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py,0.354,0.490,1,0,1,1,0,1
get_db_prep_value==936==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.354,1.075,1,0,1,0,1,1
__contains__==386==<builtin>/2.7/_abcoll.py,0.351,0.433,0,1,0,0,0,3
is_protected_type==49==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/encoding.py,0.351,0.236,3,0,0,0,1,0
__init__==140==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/datastructures.py,0.351,0.577,1,0,1,0,1,1
do_for==722==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.350,0.317,1,0,0,0,0,3
_find_address_in_tree==107==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/reader.py,0.349,0.397,2,0,0,0,1,1
__init__==874==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.348,0.434,1,0,1,1,0,1
_check_nans==727==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py,0.347,0.240,1,2,0,0,1,0
eval==867==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.347,0.294,2,1,0,0,1,0
get_distinct==520==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,0.346,0.286,1,0,1,0,0,2
iterator==323==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.344,0.398,2,0,0,0,2,0
get_db_prep_value==911==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,0.344,0.419,2,0,0,0,1,1
as_sql==881==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py,0.343,0.376,1,0,1,0,0,2
_add_hints==1160==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.343,0.271,1,0,0,0,2,1
__remove_markers==373==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py,0.342,0.299,1,0,1,0,2,0
get_price_range==28==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/satchless/item/__init__.py,0.342,0.382,1,0,0,0,1,2
<dictcomp>==191==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/library.py,0.340,0.218,2,0,0,0,2,0
__init__==21==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/adapters.py,0.340,0.453,0,2,0,2,0,0
get_currency_name==31==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/numbers.py,0.339,0.372,1,0,0,0,1,2
<dictcomp>==105==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py,0.338,0.495,1,0,2,0,0,1
__init__==25==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py,0.337,0.272,1,2,0,0,0,1
__emit_indent==220==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py,0.335,0.232,2,0,1,0,0,1
char_code_at==109==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/lexer.py,0.335,0.642,2,0,1,0,1,0
get_price_per_item==255==/home/seasun/jit_test/application/saleor/saleor/cart/models.py,0.334,0.306,2,0,0,0,0,2
compile==192==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/re.py,0.334,0.261,1,0,0,0,1,2
<genexpr>==156==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/where.py,0.333,0.295,1,0,0,0,3,0
default_key_func==27==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/cache/backends/base.py,0.329,0.291,1,0,0,0,1,2
find_template==128==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/engine.py,0.324,0.286,1,0,1,0,0,2
get_price_range==194==/home/seasun/jit_test/application/saleor/saleor/product/models.py,0.323,0.264,2,1,0,0,0,1
find_ordering_name==543==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,0.323,0.277,0,0,1,1,1,1
create_var==878==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.321,0.374,1,0,0,0,1,2
_get_mro==2939==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py,0.318,0.569,2,0,1,0,1,0
<genexpr>==1442==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,0.317,0.573,2,0,1,0,1,0
acquire==436==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py,0.316,0.314,1,0,0,0,1,2
percentage_discount==357==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py,0.315,0.241,1,1,0,0,1,1
pop==61==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py,0.313,0.269,1,0,0,0,1,2
<setcomp>==645==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py,0.312,0.242,0,0,0,0,3,1
expression==196==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/smartif.py,0.311,0.366,1,0,1,1,0,1
__init__==30==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py,0.311,0.281,0,0,0,0,2,2
template_localtime==282==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/timezone.py,0.310,0.281,1,0,0,0,2,1
random==812==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/random.py,0.310,0.463,1,0,1,0,2,0
do_block==224==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py,0.308,0.300,1,0,1,1,0,1
__init__==168==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py,0.305,0.437,1,0,0,1,1,1
get_db_converters==947==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,0.305,0.305,2,0,0,0,0,2
deliveries==90==/home/seasun/jit_test/application/saleor/saleor/checkout/core.py,0.304,0.150,2,2,0,0,0,0
abspathu==24==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/_os.py,0.300,0.437,1,0,1,0,1,1
__init__==143==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py,0.300,0.212,2,0,0,0,0,2
url==412==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/files/storage.py,0.298,0.339,1,0,1,0,0,2
handle_token==118==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/static.py,0.297,0.325,1,0,0,1,1,1
helper==82==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/contextlib.py,0.297,0.464,1,0,0,1,1,1
load==1044==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.297,0.452,1,0,1,1,0,1
<genexpr>==863==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py,0.295,0.424,2,0,0,1,1,0
extract_tb==78==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/traceback.py,0.293,0.180,0,2,1,0,0,1
null_wrapper==273==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/stack_context.py,0.293,0.133,1,1,1,0,1,0
__gt__==65==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py,0.292,0.197,2,1,0,0,0,1
<genexpr>==859==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py,0.292,0.682,2,0,2,0,0,0
join_parent_model==932==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,0.291,0.548,1,0,2,0,0,1
get_argument_values==75==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/base.py,0.290,0.425,1,0,1,2,0,0
rel_db_type==930==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.289,0.297,1,0,0,0,1,2
load_binunicode==294==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py,0.289,0.357,1,0,0,0,1,2
load_from_library==1022==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.288,0.217,1,0,0,0,1,2
urlquote==52==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/http.py,0.286,0.313,1,0,1,0,0,2
get_prefetch_queryset==122==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py,0.283,0.247,0,0,1,0,3,0
get_total==248==/home/seasun/jit_test/application/saleor/saleor/cart/models.py,0.282,0.115,1,2,0,0,0,1
__init__==47==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/datastructures/sizedimage.py,0.281,0.362,1,0,0,0,1,2
contains_aggregate==116==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py,0.281,0.239,1,0,0,0,2,1
_days_in_month==65==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py,0.280,0.504,1,0,2,0,0,1
_data==363==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/core.py,0.279,0.500,1,0,1,0,1,1
<genexpr>==399==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py,0.277,0.394,1,0,3,0,0,0
process_rhs==69==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py,0.276,0.364,1,0,0,1,1,1
get_internal_type==723==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.276,0.368,2,0,1,0,0,1
compile_nodelist==214==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,0.275,0.415,1,0,0,1,0,2
add_extra==1716==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,0.275,0.235,1,0,0,1,0,2
contains_aggregate==159==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/where.py,0.273,0.314,1,0,1,0,1,1
as_sql==293==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py,0.272,0.321,1,0,1,0,0,2
fulfilled==79==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py,0.272,0.293,2,0,0,0,1,1
__bool__==259==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.272,0.290,1,0,0,0,2,1
__sub__==1212==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py,0.269,0.330,1,0,1,0,0,2
get_current_to_attr==1353==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.269,0.220,1,0,0,0,2,1
as_sql==144==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/datastructures.py,0.268,0.295,2,0,0,0,1,1
deferred_to_columns==754==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,0.268,0.261,1,0,1,0,0,2
_set_done==321==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py,0.267,0.185,0,2,0,0,2,0
capfirst==22==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py,0.267,0.207,2,0,0,0,0,2
execute==153==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py,0.266,0.375,0,0,1,2,1,0
render==1016==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,0.266,0.855,2,0,1,0,1,0
batch_process_rhs==38==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py,0.264,0.256,1,0,0,0,1,2
auto_id==194==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py,0.263,0.277,0,0,0,0,2,2
<genexpr>==1226==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,0.260,0.346,1,0,2,0,0,1
__init__==73==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py,0.260,0.215,1,0,0,0,1,2
filter_chunks==40==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py,0.260,0.161,2,1,0,0,1,0
get_prep_lookup==257==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py,0.259,0.283,1,0,0,0,2,1
split_having==30==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/where.py,0.258,0.276,0,0,2,0,0,2
<genexpr>==226==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/apps/registry.py,0.258,0.619,2,0,1,0,1,0
get_lookup==678==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,0.258,0.253,0,0,0,0,3,1
add_callback==933==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/ioloop.py,0.257,0.283,1,0,0,0,1,2
errors==68==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py,0.257,0.096,1,1,0,0,0,2
__init__==36==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py,0.256,0.348,1,0,0,2,0,1
__wrapper__==169==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py,0.255,0.246,1,0,0,0,2,1
_ip_int_from_string==1250==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/ipaddress.py,0.254,0.322,1,0,0,1,1,1
<genexpr>==1437==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,0.253,0.523,1,0,1,0,2,0
get_bundle==58==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py,0.253,0.118,1,1,0,0,1,1
__next==199==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/sre_parse.py,0.253,0.490,2,0,1,0,1,0
__getattr__==159==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py,0.252,0.237,1,0,1,0,1,1
__getitem__==147==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/sre_parse.py,0.252,0.274,1,1,0,1,0,1
get_related_populators==1756==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.249,0.154,2,1,1,0,0,0
enter==215==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py,0.249,0.208,1,1,0,0,1,1
__init__==450==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,0.248,0.311,1,0,1,0,0,2
loads==608==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py,0.247,0.333,1,0,1,1,0,1
render==201==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,0.246,0.296,0,0,1,0,1,2
get_total==69==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/satchless/item/__init__.py,0.245,0.347,0,0,0,2,1,1
split_css_classes==85==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/utils.py,0.244,0.295,1,0,0,0,2,1
nodelist==299==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.243,0.366,1,0,2,0,1,0
add_library==595==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,0.241,0.347,1,0,2,0,0,1
handle_yield==1104==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py,0.240,0.285,0,0,0,1,2,1
__ne__==871==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py,0.239,0.279,1,0,1,0,0,2
check_no_tuples_==39==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py,0.238,0.213,0,1,0,1,0,2
__new__==700==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py,0.237,0.280,1,0,0,0,1,2
as_widget==76==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py,0.236,0.163,0,3,0,0,1,0
wrap==255==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/stack_context.py,0.236,0.302,1,0,0,0,2,1
get_field_def==297==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/base.py,0.235,0.287,1,0,0,0,3,0
is_installed==219==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/apps/registry.py,0.234,0.307,1,0,2,0,1,0
__init__==142==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/core.py,0.231,0.311,1,0,1,1,0,1
__init__==90==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py,0.228,0.209,0,0,0,0,2,2
wrapper==282==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py,0.228,0.251,0,0,0,0,1,3
select_format==356==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.228,0.520,1,0,2,0,0,1
format_html_join==109==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py,0.227,0.222,1,0,0,0,3,0
filepath_to_uri==248==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/encoding.py,0.227,0.318,1,0,1,2,0,0
format_exception_only==147==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/traceback.py,0.226,0.118,0,3,0,0,1,0
parse_locale==1045==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/core.py,0.225,0.242,1,0,0,0,2,1
unique==662==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.224,0.310,2,1,1,0,0,0
__hash__==213==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/ast.py,0.223,0.176,1,0,1,0,2,0
prepare_line_data==110==/home/seasun/jit_test/application/saleor/saleor/cart/views.py,0.223,0.161,0,0,0,0,0,4
search==143==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/re.py,0.222,0.242,1,0,1,0,0,2
__setitem__==66==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py,0.221,0.134,0,2,0,0,2,0
read_name==419==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/lexer.py,0.221,0.217,1,0,2,0,0,1
get_bytes==222==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/uuid.py,0.221,0.233,1,0,0,0,2,1
ppoi==96==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/mixins.py,0.219,0.291,1,0,0,2,1,0
__add__==87==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/safestring.py,0.219,0.171,1,0,0,0,1,2
dec==17==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py,0.219,0.358,2,0,0,2,0,0
_has_expired==105==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/cache/backends/locmem.py,0.218,0.171,1,0,0,0,1,2
